shipment_id,project_id,order_date,requested_delivery_date,planned_pickup_datetime,actual_pickup_datetime,planned_delivery_datetime,actual_delivery_datetime,origin_facility_id,destination_facility_id,origin_port_id,destination_port_id,primary_mode,carrier_id,vessel_id,cargo_type_id,units,weight_tons,volume_cbm,length_m,width_m,height_m,oversize_flag,heavy_lift_flag,hazardous_flag,temperature_controlled_flag,service_level,incoterm,planned_distance_km,actual_distance_km,planned_transit_days,delay_hours,delay_days,late_bucket,on_time_flag,status,main_delay_reason,freight_cost_eur,fuel_surcharge_eur,port_cost_eur,customs_cost_eur,total_logistics_cost_eur,cargo_value_eur,logistics_cost_pct_cargo_value,co2e_kg,co2e_kg_per_ton_km,damage_flag,claim_amount_eur,risk_score,risk_level
SHP00147,PRJ006,2025-06-30,2025-08-06,2025-07-22T12:00:00,2025-07-22T12:12:05,2025-07-31T07:38:54,2025-08-01T08:00:54,F005,F017,P002,P018,Sea Breakbulk,CAR004,V001,CG005,8,24.78,110.15,15.54,6.14,5.4,Y,N,N,N,Critical,DAP,5211.0,5291.3,10,24.4,1.02,1-2 days,N,Delivered,Customs hold,21652.94,3152.45,1759.56,524.12,27089.07,817138.36,0.0332,3346.36,0.02552,N,0,37,Low
SHP00148,PRJ004,2025-09-16,2025-11-04,2025-10-23T09:00:00,2025-10-23T08:46:04,2025-10-27T11:29:03,2025-10-28T05:37:05,F005,F018,P002,P009,Sea Breakbulk,CAR004,V001,CG005,4,28.5,92.46,13.24,5.67,4.58,Y,N,N,N,Critical,DAP,492.7,506.3,5,18.1,0.76,1-2 days,N,Delivered,Carrier capacity,8566.86,909.89,1773.46,901.73,12151.94,909704.97,0.0134,661.16,0.04582,N,0,40,Low
SHP00149,PRJ004,2025-08-12,2025-09-16,2025-09-11T14:00:00,2025-09-11T13:05:50,2025-09-16T11:31:43,2025-09-16T19:09:35,F011,F018,P006,P009,Sea Breakbulk,CAR004,V001,CG001,8,6.02,26.15,8.34,2.85,2.56,Y,N,N,N,Standard,FCA,1162.2,1148.2,6,7.6,0.32,On time,Y,Delivered,None,5202.61,714.28,1485.88,382.5,7785.27,450726.9,0.0173,197.3,0.02854,N,0,33,Low
SHP00150,PRJ004,2025-01-03,2025-02-15,2025-02-03T10:00:00,2025-02-03T10:59:36,2025-02-07T09:58:40,2025-02-07T08:29:28,F005,F018,P002,P009,Container Sea,CAR005,V009,CG001,1,5.91,15.09,6.56,2.25,1.62,N,N,N,N,Expedite,DDP,491.4,507.8,5,0,0.0,On time,Y,Delivered,None,2725.07,188.9,1088.27,625.19,4627.43,474777.85,0.0097,123.96,0.0413,N,0,18,Low
SHP00151,PRJ006,2025-06-24,2025-07-29,2025-07-22T11:00:00,2025-07-22T13:03:39,2025-07-31T15:24:51,2025-07-31T07:33:32,F010,F017,P010,P018,Intermodal,CAR006,,CG001,3,4.61,11.88,7.23,1.79,1.58,N,N,N,N,Expedite,DAP,5042.4,5036.8,10,0,0.0,On time,Y,Delivered,Documentation issue,4639.09,721.38,1418.03,412.0,7190.5,341361.37,0.0211,477.94,0.02058,N,0,26,Low
SHP00152,PRJ007,2024-02-09,2024-02-19,2024-02-20T09:00:00,2024-02-20T11:31:05,2024-02-20T17:06:00,2024-02-20T18:13:17,F004,F001,,,Road,CAR001,,CG008,1,103.39,197.78,23.1,6.44,6.29,Y,Y,N,N,Expedite,EXW,304.0,301.1,1,1.1,0.05,On time,Y,Delivered,None,6684.0,589.48,0,0,7273.48,2619949.6,0.0028,2957.42,0.095,N,0,49,Medium
SHP00153,PRJ007,2024-01-28,2024-03-04,2024-02-27T14:00:00,2024-02-27T14:40:58,2024-02-28T03:00:00,2024-02-28T01:42:49,F004,F001,,,Road,CAR008,,CG008,1,63.92,579.54,31.5,12.9,11.18,Y,Y,N,N,Critical,DAP,320.3,314.8,2,0,0.0,On time,Y,Delivered,None,6054.17,588.04,0,0,6642.21,2074247.98,0.0032,1911.59,0.095,N,0,39,Low
SHP00154,PRJ007,2025-08-28,2025-09-25,2025-09-26T09:00:00,2025-09-26T11:00:45,2025-09-26T21:48:00,2025-09-27T00:19:33,F004,F001,,,Road,CAR011,,CG002,2,22.25,101.97,19.93,5.3,4.43,Y,N,N,N,Expedite,FCA,291.3,289.6,1,2.5,0.11,On time,Y,Delivered,None,1922.15,273.7,0,0,2195.85,184290.36,0.0119,612.14,0.095,N,0,42,Low
SHP00155,PRJ002,2024-03-15,2024-05-02,2024-04-22T10:00:00,2024-04-22T12:12:59,2024-04-25T19:32:28,2024-04-27T08:06:35,F013,F008,P001,P012,RoRo,CAR003,V006,CG003,6,11.06,43.55,12.22,4.37,3.38,Y,N,N,N,Standard,DAP,959.2,983.3,4,36.6,1.52,1-2 days,N,Delivered,Port congestion,3045.14,388.34,1030.73,499.71,4963.91,596377.19,0.0083,334.95,0.0308,N,0,28,Low
SHP00156,PRJ006,2024-10-02,2024-11-20,2024-11-10T08:00:00,2024-11-10T07:39:29,2024-11-19T21:35:55,2024-11-20T12:28:42,F004,F017,P004,P018,Sea Breakbulk,CAR007,V005,CG002,4,14.75,93.61,14.2,4.66,4.92,Y,N,N,N,Standard,DDP,5656.7,5698.1,10,14.9,0.62,On time,Y,Delivered,None,11685.59,1353.78,1608.22,863.72,15511.31,156233.59,0.0993,2052.21,0.02442,N,0,42,Low
SHP00157,PRJ004,2025-09-05,2025-10-25,2025-10-20T12:00:00,2025-10-20T14:14:36,2025-10-21T14:30:00,2025-10-21T20:20:40,F011,F018,,,Road,CAR002,,CG001,7,5.91,20.66,7.31,3.2,2.03,Y,N,N,N,Expedite,DAP,1279.8,1258.5,2,5.8,0.24,On time,Y,Delivered,None,3938.54,421.12,0,747.6,5107.26,411754.18,0.0124,706.58,0.095,N,0,29,Low
SHP00158,PRJ001,2024-05-25,2024-06-24,2024-06-16T08:00:00,2024-06-16T08:58:04,2024-06-20T07:07:19,2024-06-21T00:29:14,F014,F007,P003,P005,Intermodal,CAR006,,CG006,7,29.87,54.18,13.24,3.75,3.11,Y,N,N,N,Standard,EXW,529.1,522.2,5,17.4,0.72,On time,Y,Delivered,Carrier capacity,3362.64,247.39,1972.24,867.88,6450.16,145775.85,0.0442,536.75,0.03441,N,0,26,Low
SHP00159,PRJ005,2025-09-20,2025-10-11,2025-10-06T08:00:00,2025-10-06T09:28:35,2025-10-12T05:43:37,2025-10-12T14:10:25,F010,F016,P010,P016,Sea Breakbulk,CAR004,V012,CG005,8,11.83,128.67,17.09,6.55,5.02,Y,N,N,N,Critical,DDP,2591.6,2630.2,7,8.4,0.35,On time,Y,Delivered,None,11557.56,1164.23,1061.08,926.78,14709.65,338015.93,0.0435,870.15,0.02797,N,0,28,Low
SHP00160,PRJ002,2024-03-01,2024-04-16,2024-04-11T15:00:00,2024-04-11T14:18:53,2024-04-15T14:24:31,2024-04-16T21:18:27,F014,F008,P003,P012,Sea Breakbulk,CAR010,V014,CG006,5,39.26,115.09,22.09,5.25,4.76,Y,N,N,N,Standard,DDP,490.9,486.4,5,30.9,1.29,1-2 days,N,Delivered,Road permit delay,5680.32,912.86,1560.5,877.58,9031.27,244102.06,0.037,777.19,0.0407,N,0,31,Low
SHP00161,PRJ006,2024-11-22,2024-12-21,2024-12-11T13:00:00,2024-12-11T14:12:04,2024-12-21T03:29:36,2024-12-21T12:11:59,F004,F017,P004,P018,Sea Breakbulk,CAR004,V001,CG002,4,14.38,43.63,12.07,2.98,2.43,Y,N,N,N,Critical,DAP,5543.5,5587.0,11,8.7,0.36,On time,Y,Delivered,None,17599.83,2795.21,1338.02,779.91,22512.97,145058.45,0.1552,1959.93,0.0244,N,0,35,Low
SHP00162,PRJ002,2024-11-11,2024-12-15,2024-12-09T11:00:00,2024-12-09T11:33:57,2024-12-15T08:27:35,2024-12-14T23:29:48,F012,F008,P007,P012,Sea Breakbulk,CAR004,V012,CG005,5,28.25,136.93,17.32,6.05,5.12,Y,N,N,N,Critical,EXW,2243.0,2293.0,7,0,0.0,On time,Y,Delivered,None,13418.28,1791.19,1596.21,678.76,17484.43,1104016.03,0.0158,1576.31,0.02433,N,0,32,Low
SHP00163,PRJ006,2025-10-21,2025-11-28,2025-11-17T08:00:00,2025-11-17T09:23:27,2025-11-27T15:52:08,2025-11-28T12:38:00,F012,F017,P007,P018,Sea Breakbulk,CAR010,V004,CG003,1,4.62,30.82,10.87,2.15,2.62,N,N,N,N,Standard,DDP,5326.5,5471.7,11,20.8,0.87,On time,Y,Delivered,Port congestion,6368.56,566.04,799.38,381.08,8115.07,186180.14,0.0436,614.02,0.02429,N,0,31,Low
SHP00164,PRJ005,2024-11-30,2025-01-20,2025-01-10T15:00:00,2025-01-10T14:23:21,2025-01-18T01:47:21,2025-01-18T04:06:32,F011,F016,P006,P016,Container Sea,CAR005,V013,CG001,4,5.08,17.63,7.03,1.87,1.63,N,N,N,N,Standard,FCA,3371.3,3454.1,9,2.3,0.1,On time,Y,Delivered,None,3022.68,359.07,1144.18,674.05,5199.98,319831.68,0.0163,328.59,0.01873,N,0,28,Low
SHP00165,PRJ003,2024-03-03,2024-04-06,2024-04-02T15:00:00,2024-04-02T15:36:31,2024-04-08T05:20:30,2024-04-08T04:24:54,F013,F011,P001,P006,Sea Breakbulk,CAR004,V008,CG010,8,2.53,12.41,5.64,2.74,1.35,Y,N,N,N,Standard,DAP,1678.1,1665.2,7,0,0.0,On time,Y,Delivered,None,5311.46,629.98,868.12,365.71,7175.27,293327.87,0.0245,107.64,0.02555,N,0,29,Low
SHP00166,PRJ005,2025-06-28,2025-08-04,2025-07-21T09:00:00,2025-07-21T09:04:10,2025-07-28T20:31:45,2025-07-29T19:59:59,F012,F016,P007,P016,Sea Breakbulk,CAR010,V007,CG007,7,14.1,21.76,8.69,2.71,2.29,Y,N,N,N,Standard,DAP,3238.0,3283.7,8,23.5,0.98,On time,Y,Delivered,Carrier capacity,8327.38,746.86,1466.1,394.25,10934.59,257049.41,0.0425,1117.81,0.02414,N,0,57,Medium
SHP00167,PRJ001,2023-12-19,2024-01-31,2024-01-30T15:00:00,2024-01-30T14:31:45,2024-01-31T17:30:00,2024-01-31T19:12:41,F001,F007,,,Road,CAR001,,CG010,6,3.01,8.7,4.48,1.39,1.44,N,N,N,N,Expedite,FCA,1034.6,1023.1,2,1.7,0.07,On time,Y,Delivered,None,2145.37,230.74,0,841.58,3217.69,409326.89,0.0079,292.56,0.095,N,0,11,Low
SHP00168,PRJ002,2025-01-14,2025-02-09,2025-01-31T12:00:00,2025-01-31T11:04:06,2025-02-05T01:00:57,2025-02-06T17:04:23,F009,F008,P009,P012,Intermodal,CAR006,,CG002,1,21.64,86.34,15.7,4.12,4.11,Y,N,N,N,Expedite,CFR,1996.4,2076.7,6,40.1,1.67,1-2 days,N,Delivered,Weather disruption,6610.01,953.74,1392.3,936.37,9892.42,194861.43,0.0508,1420.44,0.03161,N,0,42,Low
SHP00169,PRJ005,2025-06-13,2025-08-02,2025-07-21T10:00:00,2025-07-21T11:04:05,2025-07-27T23:46:20,2025-07-28T17:58:10,F005,F016,P002,P016,Intermodal,CAR006,,CG005,3,26.51,96.35,16.41,5.24,4.25,Y,N,N,N,Standard,DDP,2926.4,2986.8,7,18.2,0.76,On time,Y,Delivered,Documentation issue,5788.6,720.39,1485.13,522.25,8516.37,803895.42,0.0106,1648.76,0.02082,N,0,38,Low
SHP00170,PRJ005,2024-10-22,2024-11-17,2024-11-07T13:00:00,2024-11-07T12:33:13,2024-11-13T12:47:53,2024-11-13T21:54:31,F010,F016,P010,P016,Sea Breakbulk,CAR010,V004,CG003,6,7.14,58.72,15.4,3.42,3.9,Y,N,N,N,Expedite,FCA,2713.5,2728.8,7,9.1,0.38,On time,Y,Delivered,None,8599.56,945.3,1424.89,505.13,11474.88,368082.07,0.0312,544.2,0.02793,N,0,43,Low
SHP00171,PRJ001,2024-03-23,2024-04-08,2024-04-02T12:00:00,2024-04-02T11:56:12,2024-04-06T23:16:25,2024-04-07T08:29:33,F012,F007,P007,P005,Sea Breakbulk,CAR004,V012,CG006,4,19.2,77.6,13.9,4.4,3.85,Y,N,N,N,Critical,FCA,2065.7,2114.3,5,9.2,0.38,On time,Y,Delivered,None,11372.91,1825.94,1242.0,664.16,15105.0,104206.36,0.145,983.81,0.02424,Y,4085.03,38,Low
SHP00172,PRJ006,2025-08-18,2025-10-10,2025-09-24T13:00:00,2025-09-24T12:01:08,2025-10-03T14:07:52,2025-10-05T22:45:32,F010,F017,P010,P018,Sea Breakbulk,CAR010,V014,CG005,4,32.69,117.75,19.68,5.84,4.45,Y,N,N,N,Standard,DDP,4850.8,4894.7,10,56.6,2.36,3-5 days,N,Delivered,Customs hold,15290.59,1671.64,1356.22,824.57,19143.03,1239376.35,0.0154,4245.66,0.02653,N,0,46,Medium
SHP00173,PRJ006,2024-11-11,2024-12-17,2024-12-04T13:00:00,2024-12-04T13:23:46,2024-12-14T18:29:17,2024-12-15T08:58:47,F014,F017,P003,P018,Container Sea,CAR005,V013,CG002,4,20.94,51.53,13.17,2.49,2.69,N,N,N,N,Critical,EXW,5933.6,6012.9,11,14.5,0.6,1-2 days,N,Delivered,None,9108.75,886.28,1580.27,565.15,12140.46,190825.08,0.0636,2456.65,0.01951,N,0,30,Low
SHP00174,PRJ004,2025-06-03,2025-06-29,2025-06-17T07:00:00,2025-06-17T09:12:48,2025-06-21T08:58:37,2025-06-21T15:59:17,F001,F018,P001,P009,Sea Breakbulk,CAR007,V011,CG003,1,10.07,37.93,10.09,2.59,3.16,Y,N,N,N,Expedite,DAP,1043.3,1024.3,5,7.0,0.29,On time,Y,Delivered,None,7190.34,676.56,1039.87,395.11,9301.89,481709.74,0.0193,490.42,0.04755,N,0,23,Low
SHP00175,PRJ007,2024-05-10,2024-06-22,2024-06-10T10:00:00,2024-06-10T09:11:36,2024-06-15T05:56:09,2024-06-16T09:27:37,F003,F001,P003,P001,Sea Breakbulk,CAR007,V011,CG008,1,102.42,435.17,37.41,10.89,9.68,Y,Y,N,N,Standard,DAP,1338.3,1360.3,6,27.5,1.15,On time,Y,Delivered,Carrier capacity,21651.2,3001.79,3576.59,0,28229.59,2746602.73,0.0103,8588.89,0.06165,N,0,53,Medium
SHP00176,PRJ002,2025-08-25,2025-10-06,2025-09-30T11:00:00,2025-09-30T12:16:57,2025-10-07T04:16:10,2025-10-07T20:57:06,F011,F008,P006,P012,Intermodal,CAR006,,CG001,5,4.88,16.15,5.21,1.61,1.76,N,N,N,N,Standard,DAP,2487.8,2468.3,8,16.7,0.7,On time,Y,Delivered,Carrier capacity,2663.58,389.5,1414.19,692.84,5160.11,397642.66,0.013,228.54,0.01897,N,0,25,Low
SHP00177,PRJ002,2025-08-16,2025-09-17,2025-09-05T09:00:00,2025-09-05T09:22:32,2025-09-09T06:22:50,2025-09-10T10:31:47,F003,F008,P003,P012,Sea Breakbulk,CAR007,V011,CG006,6,32.26,39.85,11.86,3.31,2.82,Y,N,N,N,Standard,DDP,739.0,729.3,5,28.1,1.17,On time,Y,Delivered,Port congestion,6678.98,1024.09,1613.59,815.98,10132.64,191090.68,0.053,1401.59,0.05957,N,0,37,Low
SHP00178,PRJ004,2024-07-18,2024-08-24,2024-08-20T14:00:00,2024-08-20T14:02:34,2024-08-24T08:18:48,2024-08-24T19:11:46,F002,F018,P001,P009,Sea Breakbulk,CAR010,V014,CG009,6,12.47,35.45,9.71,2.67,2.79,Y,N,Y,N,Standard,DAP,1178.2,1187.9,5,10.9,0.45,On time,Y,Delivered,None,6316.99,944.23,1872.12,746.69,9880.03,91676.65,0.1078,780.58,0.0527,N,0,44,Low
SHP00179,PRJ006,2024-11-12,2025-01-07,2024-12-25T08:00:00,2024-12-25T07:26:18,2025-01-05T09:28:42,2025-01-06T06:52:38,F004,F017,P004,P018,Sea Breakbulk,CAR004,V012,CG008,2,67.05,164.67,17.76,7.2,5.57,Y,Y,N,N,Standard,EXW,5696.5,5855.5,12,21.4,0.89,On time,Y,Delivered,Documentation issue,36047.03,4863.41,3340.75,1108.34,45359.54,2083580.23,0.0218,9567.87,0.02437,N,0,50,Medium
SHP00180,PRJ004,2024-09-27,2024-11-04,2024-10-29T13:00:00,2024-10-29T15:01:42,2024-11-02T18:54:30,2024-11-03T03:58:32,F001,F018,P001,P009,Sea Breakbulk,CAR007,V005,CG007,6,9.77,23.79,7.98,3.1,1.84,Y,N,N,N,Standard,DDP,935.2,972.2,5,9.1,0.38,On time,Y,Delivered,Carrier capacity,5658.36,414.26,1483.35,588.58,8144.54,224013.54,0.0364,463.81,0.04883,Y,5375.91,30,Low
SHP00181,PRJ001,2024-01-08,2024-02-13,2024-02-06T09:00:00,2024-02-06T11:28:18,2024-02-11T10:52:00,2024-02-12T07:25:23,F012,F007,P007,P005,Sea Breakbulk,CAR004,V001,CG005,8,28.21,127.23,18.38,5.98,5.57,Y,N,N,N,Standard,FCA,1911.1,1986.9,6,20.6,0.86,On time,Y,Delivered,None,7947.67,1016.78,1464.7,836.99,11266.13,814584.83,0.0138,1359.03,0.02425,N,0,28,Low
SHP00182,PRJ001,2024-01-17,2024-03-02,2024-02-28T12:00:00,2024-02-28T12:42:05,2024-03-04T01:49:34,2024-03-03T16:37:24,F005,F007,P002,P005,Sea Breakbulk,CAR010,V004,CG001,8,4.33,24.44,8.14,3.16,1.78,Y,N,N,N,Standard,EXW,1225.1,1229.4,6,0,0.0,On time,Y,Delivered,None,5172.89,575.88,842.65,836.13,7427.55,301339.18,0.0246,158.1,0.0297,N,0,21,Low
SHP00183,PRJ005,2025-01-07,2025-02-22,2025-02-17T07:00:00,2025-02-17T07:21:17,2025-02-24T03:08:12,2025-02-24T07:47:42,F010,F016,P010,P016,Container Sea,CAR005,V013,CG001,4,3.48,27.6,9.11,2.26,2.53,N,N,N,N,Expedite,DAP,2527.5,2616.9,8,4.7,0.19,On time,Y,Delivered,None,3534.28,487.9,807.31,700.88,5530.37,222696.32,0.0248,205.1,0.02252,N,0,34,Low
SHP00184,PRJ007,2025-02-08,2025-03-04,2025-02-28T08:00:00,2025-02-28T10:41:11,2025-03-04T04:06:30,2025-03-04T04:20:52,F004,F001,P004,P001,Intermodal,CAR006,,CG006,7,40.14,74.89,16.18,4.47,3.86,Y,N,N,N,Standard,DDP,803.5,829.3,5,0.2,0.01,On time,Y,Delivered,None,4892.1,319.82,1702.65,0,6914.57,217752.76,0.0318,1558.57,0.04682,N,0,28,Low
SHP00185,PRJ002,2025-07-06,2025-08-16,2025-08-12T07:00:00,2025-08-12T08:19:59,2025-08-17T00:44:04,2025-08-16T16:34:57,F004,F008,P004,P012,RoRo,CAR003,V010,CG004,2,72.68,185.35,25.51,6.38,5.86,Y,Y,N,N,Standard,DAP,1254.1,1249.1,6,0,0.0,On time,Y,Delivered,None,9437.57,1405.18,2963.61,1040.43,14846.78,1819858.69,0.0082,2816.6,0.03103,N,0,56,Medium
SHP00186,PRJ001,2024-04-10,2024-05-08,2024-05-01T08:00:00,2024-05-01T08:58:51,2024-05-06T18:59:36,2024-05-08T05:15:16,F012,F007,P007,P005,Sea Breakbulk,CAR010,V004,CG004,2,42.51,249.5,27.08,7.99,7.24,Y,Y,N,N,Standard,EXW,2025.8,2014.3,6,34.3,1.43,1-2 days,N,Delivered,Port congestion,12784.82,1659.05,2196.67,667.64,17308.17,1052642.09,0.0164,2076.2,0.02425,N,0,55,Medium
SHP00187,PRJ007,2023-12-22,2024-01-11,2024-01-08T13:00:00,2024-01-08T14:09:03,2024-01-12T05:22:34,2024-01-13T04:33:56,F015,F001,P011,P001,Intermodal,CAR006,,CG009,8,10.83,20.39,7.89,2.84,1.86,Y,N,Y,N,Standard,FCA,1039.1,1048.8,5,23.2,0.97,On time,Y,Delivered,Customs hold,3745.54,466.52,1676.9,970.8,6859.75,85379.22,0.0803,493.4,0.04344,N,0,51,Medium
SHP00188,PRJ007,2024-02-26,2024-04-06,2024-03-27T12:00:00,2024-03-27T14:46:47,2024-04-01T16:29:54,2024-04-01T22:04:46,F011,F001,P006,P001,Container Sea,CAR005,V013,CG010,2,5.07,6.63,3.8,0.64,1.31,N,N,N,N,Standard,DAP,1823.8,1821.7,6,5.6,0.23,On time,Y,Delivered,None,2789.82,216.5,845.28,381.33,4232.93,764070.6,0.0055,297.19,0.03218,N,0,31,Low
SHP00189,PRJ006,2024-09-10,2024-11-08,2024-10-22T08:00:00,2024-10-22T07:30:04,2024-11-01T04:55:53,2024-10-31T13:29:24,F005,F017,P002,P018,Sea Breakbulk,CAR010,V004,CG005,3,20.41,106.52,15.7,5.48,4.51,Y,N,N,N,Standard,FCA,4971.1,5172.2,11,0,0.0,On time,Y,Delivered,None,12578.22,1801.71,1174.21,1006.17,16560.31,816011.52,0.0203,2701.79,0.02559,Y,16265.15,29,Low
SHP00190,PRJ003,2025-01-01,2025-02-14,2025-02-05T10:00:00,2025-02-05T09:12:12,2025-02-11T02:15:02,2025-02-11T22:43:24,F014,F011,P003,P006,Sea Breakbulk,CAR010,V007,CG002,5,17.08,94.42,13.74,4.69,3.92,Y,N,N,N,Expedite,FCA,2402.0,2359.9,7,20.5,0.85,1-2 days,N,Delivered,Carrier capacity,9777.68,1452.07,1187.35,651.92,13069.02,137840.59,0.0948,1121.99,0.02784,N,0,12,Low
SHP00191,PRJ007,2024-01-13,2024-02-29,2024-02-27T07:00:00,2024-02-27T08:23:44,2024-03-02T20:51:34,2024-03-04T06:52:49,F010,F001,P010,P001,Sea Breakbulk,CAR010,V014,CG003,8,5.95,36.2,9.86,2.77,2.27,Y,N,N,N,Standard,FCA,1544.1,1523.3,5,34.0,1.42,1-2 days,N,Delivered,Customs hold,6013.32,701.51,1296.7,366.5,8378.03,261920.88,0.032,418.23,0.04614,N,0,30,Low
SHP00192,PRJ001,2024-01-21,2024-02-02,2024-01-29T09:00:00,2024-01-29T10:56:02,2024-02-02T19:06:46,2024-02-02T23:27:59,F002,F007,P001,P005,Intermodal,CAR006,,CG010,4,3.87,12.37,7.31,2.22,0.86,N,N,N,N,Standard,DDP,1136.8,1173.3,5,4.4,0.18,On time,Y,Delivered,None,2583.94,345.4,1351.05,477.89,4758.29,457639.7,0.0104,194.82,0.04291,N,0,24,Low
SHP00193,PRJ001,2025-04-23,2025-06-03,2025-05-28T11:00:00,2025-05-28T11:12:51,2025-06-01T21:38:10,2025-06-02T18:48:38,F013,F007,P001,P005,Intermodal,CAR006,,CG007,6,8.3,29.94,9.49,3.29,1.8,Y,N,N,N,Expedite,DDP,835.4,839.6,5,21.2,0.88,1-2 days,N,Delivered,Customs hold,3603.42,539.57,971.44,569.22,5683.65,173825.45,0.0327,129.46,0.01858,N,0,27,Low
SHP00194,PRJ002,2025-04-23,2025-05-17,2025-05-08T15:00:00,2025-05-08T15:14:11,2025-05-11T09:50:00,2025-05-11T22:18:25,F003,F008,P003,P012,RoRo,CAR003,V010,CG006,2,40.77,101.06,15.82,5.06,4.29,Y,N,N,N,Expedite,EXW,742.8,745.9,4,12.5,0.52,On time,Y,Delivered,Weather disruption,6578.33,544.96,2251.93,677.47,10052.69,201884.3,0.0498,1921.19,0.06318,N,0,34,Low
SHP00195,PRJ006,2025-06-03,2025-07-18,2025-07-01T12:00:00,2025-07-01T14:09:46,2025-07-10T20:36:13,2025-07-11T21:19:53,F005,F017,P002,P018,Sea Breakbulk,CAR004,V008,CG004,1,80.87,234.65,31.88,7.31,6.94,Y,Y,N,N,Critical,EXW,5261.0,5268.4,10,24.7,1.03,1-2 days,N,Delivered,Road permit delay,59886.66,4763.78,2996.24,1229.88,68876.55,1978459.58,0.0348,10873.0,0.02552,N,0,54,Medium
SHP00196,PRJ006,2024-06-10,2024-07-06,2024-06-28T12:00:00,2024-06-28T11:28:47,2024-07-08T19:46:13,2024-07-10T12:36:58,F004,F017,P004,P018,Intermodal,CAR006,,CG002,1,21.66,60.71,13.49,3.96,3.61,Y,N,N,N,Expedite,DAP,5755.5,5735.6,11,40.8,1.7,1-2 days,N,Delivered,Carrier capacity,9324.62,1060.29,1097.26,629.82,12111.99,180184.36,0.0672,2288.06,0.01842,N,0,34,Low
SHP00197,PRJ005,2025-07-15,2025-08-06,2025-07-23T13:00:00,2025-07-23T13:25:43,2025-07-30T23:38:10,2025-07-31T04:45:47,F005,F016,P002,P016,Container Sea,CAR005,V009,CG001,1,2.84,21.51,7.71,2.41,2.51,N,N,N,N,Standard,DDP,3097.4,3141.3,8,5.1,0.21,On time,Y,Delivered,None,2861.07,344.87,1095.06,639.13,4940.13,185433.35,0.0266,181.14,0.0203,N,0,28,Low
SHP00198,PRJ003,2024-03-20,2024-05-04,2024-04-30T08:00:00,2024-04-30T10:46:36,2024-05-04T11:39:00,2024-05-05T09:26:01,F010,F011,P010,P006,Sea Breakbulk,CAR007,V005,CG007,6,7.49,32.9,10.52,3.09,2.41,Y,N,N,N,Expedite,FCA,1205.6,1217.3,5,21.8,0.91,1-2 days,N,Delivered,Road permit delay,6883.15,921.67,1273.38,405.49,9483.7,134989.13,0.0703,314.6,0.0345,N,0,30,Low
SHP00199,PRJ001,2024-12-15,2025-01-15,2025-01-07T13:00:00,2025-01-07T15:14:46,2025-01-11T18:44:01,2025-01-12T08:03:18,F005,F007,P002,P005,Container Sea,CAR005,V003,CG001,6,5.72,20.21,6.47,2.35,2.45,N,N,N,N,Standard,DAP,1202.7,1229.0,5,13.3,0.56,On time,Y,Delivered,Carrier capacity,2348.06,294.45,840.1,811.48,4294.1,452236.22,0.0095,168.81,0.02401,N,0,16,Low
SHP00200,PRJ001,2025-02-13,2025-03-09,2025-02-26T13:00:00,2025-02-26T14:20:07,2025-03-03T23:39:27,2025-03-05T23:56:20,F012,F007,P007,P005,Sea Breakbulk,CAR004,V012,CG004,2,59.22,178.51,24.04,6.02,6.12,Y,Y,N,N,Standard,CFR,2010.3,2019.9,6,48.3,2.01,3-5 days,N,Delivered,Carrier capacity,15265.52,2512.75,3016.86,1283.34,22078.46,1107272.57,0.0199,2900.7,0.02425,N,0,57,Medium
SHP00201,PRJ006,2024-09-29,2024-11-14,2024-10-30T10:00:00,2024-10-30T12:38:30,2024-11-09T02:20:12,2024-11-10T21:05:19,F013,F017,P001,P018,Sea Breakbulk,CAR010,V007,CG003,8,9.78,48.26,10.4,3.42,2.71,Y,N,N,N,Standard,DDP,5299.0,5456.6,11,42.8,1.78,1-2 days,N,Delivered,Port congestion,9944.64,1179.04,1490.42,743.59,13357.68,413980.6,0.0323,1296.82,0.0243,N,0,47,Medium
SHP00202,PRJ002,2025-08-12,2025-10-04,2025-09-26T13:00:00,2025-09-26T12:42:46,2025-09-30T12:20:10,2025-09-30T12:31:19,F004,F008,P004,P012,RoRo,CAR003,V006,CG008,2,93.39,479.48,38.38,11.43,9.93,Y,Y,N,N,Expedite,DDP,1302.0,1330.6,5,0.2,0.01,On time,Y,Delivered,None,14645.35,2091.87,3662.87,1154.77,21554.86,2243167.68,0.0096,3857.24,0.03104,N,0,62,Medium
SHP00203,PRJ007,2024-02-08,2024-03-06,2024-02-28T14:00:00,2024-02-28T15:11:32,2024-03-04T23:29:55,2024-03-05T10:43:57,F012,F001,P007,P001,Intermodal,CAR006,,CG001,1,4.14,10.51,4.36,2.13,1.15,N,N,N,N,Expedite,DAP,1747.2,1773.1,6,11.2,0.47,On time,Y,Delivered,None,3366.68,369.02,1346.54,600.69,5682.92,258767.67,0.022,227.07,0.03093,N,0,11,Low
SHP00204,PRJ004,2025-02-06,2025-03-15,2025-03-06T10:00:00,2025-03-06T10:01:50,2025-03-07T10:24:00,2025-03-07T09:31:31,F012,F018,,,Road,CAR002,,CG006,5,39.48,98.99,17.22,5.4,4.37,Y,N,N,N,Standard,FCA,995.4,1027.7,2,0,0.0,On time,Y,Delivered,None,6311.65,957.66,0,1125.67,8394.98,226397.7,0.0371,3854.49,0.095,N,0,26,Low
