event_id,shipment_id,event_sequence,event_datetime,event_type,event_status,responsible_party,location_reference,notes
EVT00123-07,SHP00123,7,2025-10-23T05:15:06,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00124-01,SHP00124,1,2025-03-13T07:00:00,Booking created,Completed,Forwarder,Lyon Fabrication Partner,
EVT00124-02,SHP00124,2,2025-03-26T08:34:35,Pickup completed,Completed,Carrier,Lyon Fabrication Partner,
EVT00124-03,SHP00124,3,2025-03-26T23:01:51,Origin port gate in,Completed,Port terminal,Marseille-Fos,
EVT00124-04,SHP00124,4,2025-03-27T02:57:23,Vessel departed,Completed,Carrier,Marseille-Fos,
EVT00124-05,SHP00124,5,2025-04-03T13:03:39,Destination port arrival,Completed,Port terminal,Dammam,
EVT00124-06,SHP00124,6,2025-04-04T00:41:18,Customs released,Completed,Forwarder,Dammam,
EVT00124-07,SHP00124,7,2025-04-04T11:26:57,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00125-01,SHP00125,1,2024-11-11T12:00:00,Booking created,Completed,Forwarder,Zaragoza Distribution Hub,
EVT00125-02,SHP00125,2,2024-11-21T14:06:53,Pickup completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00125-03,SHP00125,3,2024-11-22T22:40:58,Origin port gate in,Completed,Port terminal,Valencia,
EVT00125-04,SHP00125,4,2024-11-23T04:58:28,Vessel departed,Completed,Carrier,Valencia,
EVT00125-05,SHP00125,5,2024-12-03T00:21:53,Customs released,Completed,Forwarder,Dammam,
EVT00125-06,SHP00125,6,2024-12-03T01:13:01,Destination port arrival,Completed,Port terminal,Dammam,
EVT00125-07,SHP00125,7,2024-12-03T10:38:37,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Road permit delay
EVT00126-01,SHP00126,1,2024-07-30T15:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00126-02,SHP00126,2,2024-08-13T16:09:18,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00126-03,SHP00126,3,2024-08-13T20:10:57,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00126-04,SHP00126,4,2024-08-14T02:44:25,Vessel departed,Completed,Carrier,Algeciras,
EVT00126-05,SHP00126,5,2024-08-16T13:50:35,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00126-06,SHP00126,6,2024-08-17T01:04:47,Customs released,Completed,Forwarder,Casablanca,
EVT00126-07,SHP00126,7,2024-08-17T12:54:50,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00127-01,SHP00127,1,2024-05-12T14:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00127-02,SHP00127,2,2024-05-21T13:15:06,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00127-03,SHP00127,3,2024-05-21T21:51:17,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00127-04,SHP00127,4,2024-05-22T09:52:04,Vessel departed,Completed,Carrier,Bilbao,
EVT00127-05,SHP00127,5,2024-05-25T05:22:59,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00127-06,SHP00127,6,2024-05-25T10:33:19,Customs released,Completed,Forwarder,Casablanca,
EVT00127-07,SHP00127,7,2024-05-25T20:12:26,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00128-01,SHP00128,1,2025-04-09T09:00:00,Booking created,Completed,Forwarder,Lyon Fabrication Partner,
EVT00128-02,SHP00128,2,2025-04-17T08:34:24,Pickup completed,Completed,Carrier,Lyon Fabrication Partner,
EVT00128-03,SHP00128,3,2025-04-18T01:25:10,Origin port gate in,Completed,Port terminal,Marseille-Fos,
EVT00128-04,SHP00128,4,2025-04-18T18:30:21,Vessel departed,Completed,Carrier,Marseille-Fos,
EVT00128-05,SHP00128,5,2025-04-23T04:01:43,Destination port arrival,Completed,Port terminal,Sines,
EVT00128-06,SHP00128,6,2025-04-23T06:45:45,Customs released,Completed,Forwarder,Sines,
EVT00128-07,SHP00128,7,2025-04-23T11:41:32,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00129-01,SHP00129,1,2024-10-18T07:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00129-02,SHP00129,2,2024-10-23T09:27:30,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00129-03,SHP00129,3,2024-10-23T16:29:57,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00129-04,SHP00129,4,2024-10-24T07:25:36,Vessel departed,Completed,Carrier,Rotterdam,
EVT00129-05,SHP00129,5,2024-10-30T08:44:08,Customs released,Completed,Forwarder,Casablanca,
EVT00129-06,SHP00129,6,2024-10-30T08:48:25,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00129-07,SHP00129,7,2024-10-30T22:11:12,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00130-01,SHP00130,1,2025-12-19T12:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00130-02,SHP00130,2,2025-12-23T12:18:15,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00130-03,SHP00130,3,2025-12-24T00:31:25,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00130-04,SHP00130,4,2025-12-24T12:56:56,Vessel departed,Completed,Carrier,Algeciras,
EVT00130-05,SHP00130,5,2025-12-31T17:22:00,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00130-06,SHP00130,6,2025-12-31T23:11:31,Customs released,Completed,Forwarder,Alexandria,
EVT00130-07,SHP00130,7,2026-01-01T12:41:31,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00131-01,SHP00131,1,2024-02-29T15:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00131-02,SHP00131,2,2024-03-04T15:51:55,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00131-03,SHP00131,3,2024-03-05T11:32:09,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00131-04,SHP00131,4,2024-03-05T18:33:50,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00131-05,SHP00131,5,2024-03-10T02:13:57,Destination port arrival,Completed,Port terminal,Sines,
EVT00131-06,SHP00131,6,2024-03-10T06:45:01,Customs released,Completed,Forwarder,Sines,
EVT00131-07,SHP00131,7,2024-03-10T12:18:12,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00132-01,SHP00132,1,2025-12-18T15:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00132-02,SHP00132,2,2025-12-23T17:43:08,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00132-03,SHP00132,3,2025-12-24T03:04:48,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00132-04,SHP00132,4,2025-12-24T19:31:59,Vessel departed,Completed,Carrier,Bilbao,
EVT00132-05,SHP00132,5,2025-12-27T17:58:12,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00132-06,SHP00132,6,2025-12-28T04:48:11,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00132-07,SHP00132,7,2025-12-28T12:07:57,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00133-01,SHP00133,1,2025-06-27T13:00:00,Booking created,Completed,Forwarder,Puertollano Module Yard,
EVT00133-02,SHP00133,2,2025-07-04T13:19:58,Pickup completed,Completed,Carrier,Puertollano Module Yard,
EVT00133-03,SHP00133,3,2025-07-05T07:35:47,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00133-04,SHP00133,4,2025-07-05T18:59:11,Vessel departed,Completed,Carrier,Algeciras,
EVT00133-05,SHP00133,5,2025-07-09T14:55:49,Customs released,Completed,Forwarder,Rotterdam,
EVT00133-06,SHP00133,6,2025-07-09T16:17:52,Destination port arrival,Completed,Port terminal,Rotterdam,
EVT00133-07,SHP00133,7,2025-07-10T16:55:13,Delivery completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00134-01,SHP00134,1,2025-07-11T11:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00134-02,SHP00134,2,2025-07-21T10:57:34,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00134-03,SHP00134,3,2025-07-21T16:13:48,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00134-04,SHP00134,4,2025-07-21T19:19:58,Vessel departed,Completed,Carrier,Rotterdam,
EVT00134-05,SHP00134,5,2025-07-27T00:46:37,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00134-06,SHP00134,6,2025-07-27T06:11:55,Customs released,Completed,Forwarder,Casablanca,
EVT00134-07,SHP00134,7,2025-07-27T17:40:43,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00135-01,SHP00135,1,2024-01-05T08:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00135-02,SHP00135,2,2024-01-10T09:12:32,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00135-03,SHP00135,3,2024-01-10T16:17:07,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00135-04,SHP00135,4,2024-01-11T03:42:57,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00135-05,SHP00135,5,2024-01-14T07:25:21,Customs released,Completed,Forwarder,Valencia,
EVT00135-06,SHP00135,6,2024-01-14T09:56:03,Destination port arrival,Completed,Port terminal,Valencia,
EVT00135-07,SHP00135,7,2024-01-15T04:10:54,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00136-01,SHP00136,1,2025-08-11T07:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00136-02,SHP00136,2,2025-08-25T08:10:52,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00136-03,SHP00136,3,2025-08-25T16:52:44,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00136-04,SHP00136,4,2025-08-26T02:33:18,Vessel departed,Completed,Carrier,Bilbao,
EVT00136-05,SHP00136,5,2025-08-28T18:09:38,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00136-06,SHP00136,6,2025-08-28T18:59:55,Customs released,Completed,Forwarder,Casablanca,
EVT00136-07,SHP00136,7,2025-08-29T12:22:00,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00137-01,SHP00137,1,2025-01-27T09:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00137-02,SHP00137,2,2025-01-31T11:02:09,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00137-03,SHP00137,3,2025-02-01T21:47:23,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00137-04,SHP00137,4,2025-02-02T04:35:34,Vessel departed,Completed,Carrier,Barcelona,
EVT00137-05,SHP00137,5,2025-02-04T21:19:08,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00137-06,SHP00137,6,2025-02-05T01:08:05,Customs released,Completed,Forwarder,Casablanca,
EVT00137-07,SHP00137,7,2025-02-05T06:43:09,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Carrier capacity
EVT00138-01,SHP00138,1,2025-01-05T10:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00138-02,SHP00138,2,2025-01-19T12:30:44,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00138-03,SHP00138,3,2025-01-19T21:46:57,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00138-04,SHP00138,4,2025-01-20T13:07:50,Vessel departed,Completed,Carrier,Barcelona,
EVT00138-05,SHP00138,5,2025-01-27T10:01:36,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00138-06,SHP00138,6,2025-01-27T15:55:19,Customs released,Completed,Forwarder,Alexandria,
EVT00138-07,SHP00138,7,2025-01-28T14:35:58,Delivery completed,Delayed,Carrier,Alexandria Water Project Site,Documentation issue
EVT00139-01,SHP00139,1,2025-06-29T07:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00139-02,SHP00139,2,2025-07-11T09:17:18,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00139-03,SHP00139,3,2025-07-11T22:25:55,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00140-01,SHP00140,1,2025-04-10T12:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00140-02,SHP00140,2,2025-04-23T12:36:08,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00140-03,SHP00140,3,2025-04-23T21:32:58,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00140-04,SHP00140,4,2025-04-24T15:30:45,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00140-05,SHP00140,5,2025-04-29T19:38:39,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00140-06,SHP00140,6,2025-04-30T09:04:43,Customs released,Completed,Forwarder,Casablanca,
EVT00140-07,SHP00140,7,2025-04-30T18:32:59,Delivery completed,Completed,Carrier,Casablanca Desalination Site,
EVT00141-01,SHP00141,1,2025-05-12T10:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00141-02,SHP00141,2,2025-05-20T11:55:48,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00141-03,SHP00141,3,2025-05-20T14:39:09,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00141-04,SHP00141,4,2025-05-20T19:48:08,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00141-05,SHP00141,5,2025-05-29T08:22:14,Destination port arrival,Completed,Port terminal,Dammam,
EVT00141-06,SHP00141,6,2025-05-29T22:04:25,Customs released,Completed,Forwarder,Dammam,
EVT00141-07,SHP00141,7,2025-05-30T06:21:10,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00142-01,SHP00142,1,2025-08-03T12:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00142-02,SHP00142,2,2025-08-12T12:45:31,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00142-03,SHP00142,3,2025-08-13T00:53:47,Origin port gate in,Completed,Port terminal,Genoa,
EVT00142-04,SHP00142,4,2025-08-13T17:10:19,Vessel departed,Completed,Carrier,Genoa,
EVT00142-05,SHP00142,5,2025-08-16T20:14:45,Destination port arrival,Completed,Port terminal,Valencia,
EVT00142-06,SHP00142,6,2025-08-17T00:46:56,Customs released,Completed,Forwarder,Valencia,
EVT00142-07,SHP00142,7,2025-08-17T12:38:11,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00143-01,SHP00143,1,2023-12-25T10:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00143-02,SHP00143,2,2024-01-09T09:17:06,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
EVT00143-03,SHP00143,3,2024-01-09T14:24:17,Origin port gate in,Completed,Port terminal,Antwerp-Bruges,
EVT00143-04,SHP00143,4,2024-01-10T00:23:26,Vessel departed,Completed,Carrier,Antwerp-Bruges,
EVT00143-05,SHP00143,5,2024-01-13T20:24:13,Customs released,Completed,Forwarder,Valencia,
EVT00143-06,SHP00143,6,2024-01-13T22:01:22,Destination port arrival,Completed,Port terminal,Valencia,
EVT00143-07,SHP00143,7,2024-01-15T11:36:08,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00144-01,SHP00144,1,2025-09-08T15:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00144-02,SHP00144,2,2025-09-22T17:11:42,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00144-03,SHP00144,3,2025-09-22T20:08:17,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00144-04,SHP00144,4,2025-09-22T23:38:39,Vessel departed,Completed,Carrier,Bilbao,
EVT00144-05,SHP00144,5,2025-09-25T10:38:24,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00144-06,SHP00144,6,2025-09-26T00:25:50,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00144-07,SHP00144,7,2025-09-26T07:03:55,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00145-01,SHP00145,1,2025-06-14T12:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00145-02,SHP00145,2,2025-06-27T14:51:03,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00145-03,SHP00145,3,2025-06-27T21:38:28,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00145-04,SHP00145,4,2025-06-28T06:00:59,Vessel departed,Completed,Carrier,Rotterdam,
EVT00145-05,SHP00145,5,2025-07-02T08:54:14,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00145-06,SHP00145,6,2025-07-02T14:51:45,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00145-07,SHP00145,7,2025-07-03T06:31:12,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00146-01,SHP00146,1,2024-10-30T14:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00146-02,SHP00146,2,2024-11-04T16:06:37,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00146-03,SHP00146,3,2024-11-04T22:26:29,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00146-04,SHP00146,4,2024-11-05T01:32:10,Vessel departed,Completed,Carrier,Algeciras,
EVT00146-05,SHP00146,5,2024-11-07T13:48:28,Destination port arrival,Completed,Port terminal,Sines,
EVT00146-06,SHP00146,6,2024-11-07T23:15:42,Customs released,Completed,Forwarder,Sines,
EVT00146-07,SHP00146,7,2024-11-08T12:02:38,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00147-01,SHP00147,1,2025-07-17T12:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00147-02,SHP00147,2,2025-07-22T12:12:05,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00147-03,SHP00147,3,2025-07-22T21:25:17,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00147-04,SHP00147,4,2025-07-23T01:46:05,Vessel departed,Completed,Carrier,Barcelona,
EVT00147-05,SHP00147,5,2025-07-31T13:25:56,Destination port arrival,Completed,Port terminal,Dammam,
EVT00147-06,SHP00147,6,2025-07-31T14:07:19,Customs released,Completed,Forwarder,Dammam,
EVT00147-07,SHP00147,7,2025-08-01T08:00:54,Delivery completed,Delayed,Carrier,Dammam Gas Project Site,Customs hold
EVT00148-01,SHP00148,1,2025-10-10T09:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00148-02,SHP00148,2,2025-10-23T08:46:04,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00148-03,SHP00148,3,2025-10-24T12:02:42,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00148-04,SHP00148,4,2025-10-24T23:22:43,Vessel departed,Completed,Carrier,Barcelona,
EVT00148-05,SHP00148,5,2025-10-27T09:21:21,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00148-06,SHP00148,6,2025-10-27T22:02:12,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00148-07,SHP00148,7,2025-10-28T05:37:05,Delivery completed,Delayed,Carrier,Marseille Wind Substation Site,Carrier capacity
EVT00149-01,SHP00149,1,2025-09-07T14:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00149-02,SHP00149,2,2025-09-11T13:05:50,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00149-03,SHP00149,3,2025-09-11T18:41:24,Origin port gate in,Completed,Port terminal,Rotterdam,
EVT00149-04,SHP00149,4,2025-09-12T03:09:50,Vessel departed,Completed,Carrier,Rotterdam,
EVT00149-05,SHP00149,5,2025-09-15T17:41:47,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00149-06,SHP00149,6,2025-09-16T05:50:30,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00149-07,SHP00149,7,2025-09-16T19:09:35,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00150-01,SHP00150,1,2025-01-29T10:00:00,Booking created,Completed,Forwarder,Tarragona Equipment Vendor,
EVT00150-02,SHP00150,2,2025-02-03T10:59:36,Pickup completed,Completed,Carrier,Tarragona Equipment Vendor,
EVT00150-03,SHP00150,3,2025-02-03T18:35:47,Origin port gate in,Completed,Port terminal,Barcelona,
EVT00150-04,SHP00150,4,2025-02-04T04:28:10,Vessel departed,Completed,Carrier,Barcelona,
EVT00150-05,SHP00150,5,2025-02-06T17:22:15,Destination port arrival,Completed,Port terminal,Marseille-Fos,
EVT00150-06,SHP00150,6,2025-02-07T01:26:26,Customs released,Completed,Forwarder,Marseille-Fos,
EVT00150-07,SHP00150,7,2025-02-07T08:29:28,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00151-01,SHP00151,1,2025-07-10T11:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00151-02,SHP00151,2,2025-07-22T13:03:39,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00151-03,SHP00151,3,2025-07-23T00:10:37,Origin port gate in,Completed,Port terminal,Genoa,
EVT00151-04,SHP00151,4,2025-07-23T05:01:03,Vessel departed,Completed,Carrier,Genoa,
EVT00151-05,SHP00151,5,2025-07-31T00:39:15,Destination port arrival,Completed,Port terminal,Dammam,
EVT00151-06,SHP00151,6,2025-07-31T00:55:53,Customs released,Completed,Forwarder,Dammam,
EVT00151-07,SHP00151,7,2025-07-31T07:33:32,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00152-01,SHP00152,1,2024-02-05T09:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00152-02,SHP00152,2,2024-02-20T11:31:05,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00152-03,SHP00152,3,2024-02-20T18:13:17,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00153-01,SHP00153,1,2024-02-19T14:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00153-02,SHP00153,2,2024-02-27T14:40:58,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00153-03,SHP00153,3,2024-02-28T01:42:49,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00154-01,SHP00154,1,2025-09-14T09:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00154-02,SHP00154,2,2025-09-26T11:00:45,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00154-03,SHP00154,3,2025-09-27T00:19:33,Delivery completed,Completed,Carrier,Zaragoza Distribution Hub,
EVT00155-01,SHP00155,1,2024-04-07T10:00:00,Booking created,Completed,Forwarder,Valencia Export Depot,
EVT00155-02,SHP00155,2,2024-04-22T12:12:59,Pickup completed,Completed,Carrier,Valencia Export Depot,
EVT00155-03,SHP00155,3,2024-04-22T18:45:05,Origin port gate in,Completed,Port terminal,Valencia,
EVT00155-04,SHP00155,4,2024-04-23T03:19:13,Vessel departed,Completed,Carrier,Valencia,
EVT00155-05,SHP00155,5,2024-04-25T23:33:32,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00155-06,SHP00155,6,2024-04-26T11:53:43,Customs released,Completed,Forwarder,Casablanca,
EVT00155-07,SHP00155,7,2024-04-27T08:06:35,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Port congestion
EVT00156-01,SHP00156,1,2024-11-04T08:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00156-02,SHP00156,2,2024-11-10T07:39:29,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00156-03,SHP00156,3,2024-11-10T16:07:37,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00156-04,SHP00156,4,2024-11-11T02:22:29,Vessel departed,Completed,Carrier,Bilbao,
EVT00156-05,SHP00156,5,2024-11-19T14:39:28,Destination port arrival,Completed,Port terminal,Dammam,
EVT00156-06,SHP00156,6,2024-11-19T23:50:02,Customs released,Completed,Forwarder,Dammam,
EVT00156-07,SHP00156,7,2024-11-20T12:28:42,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00157-01,SHP00157,1,2025-10-07T12:00:00,Booking created,Completed,Forwarder,Rotterdam Consolidation Hub,
EVT00157-02,SHP00157,2,2025-10-20T14:14:36,Pickup completed,Completed,Carrier,Rotterdam Consolidation Hub,
EVT00157-03,SHP00157,3,2025-10-21T20:20:40,Delivery completed,Completed,Carrier,Marseille Wind Substation Site,
EVT00158-01,SHP00158,1,2024-06-04T08:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00158-02,SHP00158,2,2024-06-16T08:58:04,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00158-03,SHP00158,3,2024-06-17T13:06:06,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00158-04,SHP00158,4,2024-06-17T19:18:50,Vessel departed,Completed,Carrier,Algeciras,
EVT00158-05,SHP00158,5,2024-06-20T10:02:06,Destination port arrival,Completed,Port terminal,Sines,
EVT00158-06,SHP00158,6,2024-06-20T10:52:01,Customs released,Completed,Forwarder,Sines,
EVT00158-07,SHP00158,7,2024-06-21T00:29:14,Delivery completed,Completed,Carrier,Sines Energy Project Site,
EVT00159-01,SHP00159,1,2025-09-23T08:00:00,Booking created,Completed,Forwarder,Milan Valve Plant,
EVT00159-02,SHP00159,2,2025-10-06T09:28:35,Pickup completed,Completed,Carrier,Milan Valve Plant,
EVT00159-03,SHP00159,3,2025-10-06T19:57:11,Origin port gate in,Completed,Port terminal,Genoa,
EVT00159-04,SHP00159,4,2025-10-07T13:49:16,Vessel departed,Completed,Carrier,Genoa,
EVT00159-05,SHP00159,5,2025-10-11T19:44:42,Destination port arrival,Completed,Port terminal,Alexandria,
EVT00159-06,SHP00159,6,2025-10-11T22:07:31,Customs released,Completed,Forwarder,Alexandria,
EVT00159-07,SHP00159,7,2025-10-12T14:10:25,Delivery completed,Completed,Carrier,Alexandria Water Project Site,
EVT00160-01,SHP00160,1,2024-03-27T15:00:00,Booking created,Completed,Forwarder,Cadiz Module Yard,
EVT00160-02,SHP00160,2,2024-04-11T14:18:53,Pickup completed,Completed,Carrier,Cadiz Module Yard,
EVT00160-03,SHP00160,3,2024-04-11T22:31:57,Origin port gate in,Completed,Port terminal,Algeciras,
EVT00160-04,SHP00160,4,2024-04-12T14:17:59,Vessel departed,Completed,Carrier,Algeciras,
EVT00160-05,SHP00160,5,2024-04-15T07:50:11,Customs released,Completed,Forwarder,Casablanca,
EVT00160-06,SHP00160,6,2024-04-15T07:55:24,Destination port arrival,Completed,Port terminal,Casablanca,
EVT00160-07,SHP00160,7,2024-04-16T21:18:27,Delivery completed,Delayed,Carrier,Casablanca Desalination Site,Road permit delay
EVT00161-01,SHP00161,1,2024-12-01T13:00:00,Booking created,Completed,Forwarder,Bilbao Steel Fabricator,
EVT00161-02,SHP00161,2,2024-12-11T14:12:04,Pickup completed,Completed,Carrier,Bilbao Steel Fabricator,
EVT00161-03,SHP00161,3,2024-12-11T19:34:40,Origin port gate in,Completed,Port terminal,Bilbao,
EVT00161-04,SHP00161,4,2024-12-12T08:09:50,Vessel departed,Completed,Carrier,Bilbao,
EVT00161-05,SHP00161,5,2024-12-20T15:38:27,Destination port arrival,Completed,Port terminal,Dammam,
EVT00161-06,SHP00161,6,2024-12-20T21:08:42,Customs released,Completed,Forwarder,Dammam,
EVT00161-07,SHP00161,7,2024-12-21T12:11:59,Delivery completed,Completed,Carrier,Dammam Gas Project Site,
EVT00162-01,SHP00162,1,2024-11-24T11:00:00,Booking created,Completed,Forwarder,Antwerp EPC Supplier Yard,
EVT00162-02,SHP00162,2,2024-12-09T11:33:57,Pickup completed,Completed,Carrier,Antwerp EPC Supplier Yard,
