leg_id,shipment_id,leg_sequence,from_node_id,from_node_name,from_node_type,from_country,from_latitude,from_longitude,to_node_id,to_node_name,to_node_type,to_country,to_latitude,to_longitude,mode,carrier_id,vessel_id,planned_departure_datetime,actual_departure_datetime,planned_arrival_datetime,actual_arrival_datetime,planned_distance_km,actual_distance_km,planned_transit_hours,actual_transit_hours,delay_hours,delay_reason,leg_cost_eur,co2e_kg,wkt_linestring
LEG00072-3,SHP00072,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR010,V007,2025-08-14T18:52:33,2025-08-14T20:28:14,2025-08-14T22:46:33,2025-08-15T14:21:55,4.7,4.8,3.9,17.9,14.0,Road permit delay,445.81,5.81,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00073-1,SHP00073,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR007,V005,2025-07-09T13:00:00,2025-07-09T15:09:33,2025-07-09T19:24:00,2025-07-09T22:05:46,115.0,115.8,6.4,6.9,0.5,None,884.41,245.76,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00073-2,SHP00073,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR007,V005,2025-07-10T03:07:07,2025-07-10T05:55:16,2025-07-13T15:31:07,2025-07-13T18:10:29,2033.1,2167.2,84.4,84.3,0,None,6908.58,1161.97,"LINESTRING (-5.4479 36.1324, 4.142 51.947)"
LEG00073-3,SHP00073,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR007,V005,2025-07-13T22:17:46,2025-07-14T09:50:18,2025-07-14T03:11:46,2025-07-14T17:43:25,26.3,27.6,4.9,7.9,3.0,None,539.83,58.58,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00074-1,SHP00074,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V004,2024-03-08T11:00:00,2024-03-08T11:45:45,2024-03-08T19:18:00,2024-03-09T16:00:57,111.8,116.0,8.3,28.3,20.0,Weather disruption,1106.07,264.7,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00074-2,SHP00074,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR010,V004,2024-03-09T02:16:56,2024-03-10T06:21:37,2024-03-11T08:58:56,2024-03-12T14:33:23,381.1,402.0,54.7,56.2,1.5,None,4903.89,231.74,"LINESTRING (-5.4479 36.1324, -8.8631 37.9543)"
LEG00074-3,SHP00074,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR010,V004,2024-03-11T22:15:59,2024-03-13T01:14:10,2024-03-12T06:33:59,2024-03-13T12:01:56,0.6,0.6,8.3,10.8,2.5,None,542.93,1.37,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00075-1,SHP00075,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR006,,2024-05-23T13:00:00,2024-05-23T12:37:20,2024-05-23T20:48:00,2024-05-23T19:12:34,137.3,141.1,7.8,6.6,0,None,1020.27,151.07,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00075-2,SHP00075,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Container Sea,CAR006,,2024-05-24T05:28:07,2024-05-24T06:24:40,2024-05-28T02:58:07,2024-05-29T15:23:02,2022.1,2149.6,93.5,129.0,35.5,Customs hold,3601.29,436.07,"LINESTRING (8.925 44.41, -7.611 33.605)"
LEG00075-3,SHP00075,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR006,,2024-05-28T08:39:12,2024-05-30T01:45:12,2024-05-28T14:09:12,2024-05-30T11:36:12,4.7,4.7,5.5,9.8,4.3,Customs hold,556.0,5.03,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00076-1,SHP00076,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR012,,2025-06-19T13:00:00,2025-06-19T15:44:48,2025-06-24T02:36:00,2025-06-25T01:40:18,5883.1,6242.8,109.6,129.9,20.3,Carrier capacity,59858.84,32440.71,"LINESTRING (-4.1121 38.6871, 50.0888 26.4207)"
LEG00077-1,SHP00077,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR008,,2024-09-24T11:00:00,2024-09-24T10:19:33,2024-09-29T02:00:00,2024-09-29T02:58:58,6179.5,6457.8,111.0,112.7,1.7,None,92677.05,41717.39,"LINESTRING (-2.935 43.263, 50.0888 26.4207)"
LEG00078-1,SHP00078,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR004,V008,2024-09-16T11:00:00,2024-09-16T13:47:35,2024-09-16T23:18:00,2024-09-17T05:59:51,143.0,153.6,12.3,16.2,3.9,None,955.01,79.96,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00078-2,SHP00078,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR004,V008,2024-09-17T06:39:40,2024-09-17T23:59:13,2024-09-22T02:39:40,2024-09-22T23:23:41,2604.1,2805.7,116.0,119.4,3.4,None,7047.7,369.01,"LINESTRING (8.925 44.41, 29.9187 31.2001)"
LEG00078-3,SHP00078,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR004,V008,2024-09-22T08:51:34,2024-09-23T05:06:08,2024-09-22T12:03:34,2024-09-24T06:07:37,0.0,0.0,3.2,25.0,21.8,Documentation issue,540.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00079-1,SHP00079,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR010,V007,2024-06-03T11:00:00,2024-06-03T10:47:58,2024-06-03T14:48:00,2024-06-03T15:39:53,5.8,6.2,3.8,4.9,1.1,None,665.27,53.83,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00079-2,SHP00079,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,Sea Breakbulk,CAR010,V007,2024-06-04T03:15:14,2024-06-04T00:45:58,2024-06-09T22:27:14,2024-06-09T23:26:05,2286.7,2389.5,139.2,142.7,3.5,None,20267.87,5241.61,"LINESTRING (4.4009 51.2639, -7.611 33.605)"
LEG00079-3,SHP00079,3,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,FAC_F008,Casablanca Desalination Site,Project Site,Morocco,33.5731,-7.5898,Road,CAR010,V007,2024-06-10T06:18:59,2024-06-10T02:54:30,2024-06-10T15:00:59,2024-06-11T18:07:30,4.6,4.6,8.7,39.2,30.5,Documentation issue,642.24,39.94,"LINESTRING (-7.611 33.605, -7.5898 33.5731)"
LEG00080-1,SHP00080,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR006,,2025-05-29T07:00:00,2025-05-29T07:34:48,2025-05-29T12:24:00,2025-05-29T14:14:19,101.4,108.9,5.4,6.7,1.3,None,1056.33,227.39,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00080-2,SHP00080,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Container Sea,CAR006,,2025-05-30T03:59:53,2025-05-29T21:50:25,2025-06-03T08:05:53,2025-06-03T05:17:12,2120.3,2199.1,100.1,103.4,3.3,None,4346.14,870.05,"LINESTRING (-5.4479 36.1324, 4.142 51.947)"
LEG00080-3,SHP00080,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR006,,2025-06-03T15:32:59,2025-06-03T11:55:17,2025-06-04T00:32:59,2025-06-04T00:43:40,29.4,29.1,9.0,12.8,3.8,None,677.97,60.76,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00081-1,SHP00081,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR004,V001,2025-03-10T07:00:00,2025-03-10T06:00:44,2025-03-10T18:00:00,2025-03-10T16:17:11,99.8,98.8,11.0,10.3,0,None,867.2,241.22,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00081-2,SHP00081,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V001,2025-03-11T05:41:06,2025-03-11T04:21:56,2025-03-19T12:47:06,2025-03-20T08:30:25,5173.4,5559.7,199.1,220.1,21.0,Port congestion,13944.55,3429.22,"LINESTRING (2.1686 41.3522, 50.184 26.498)"
LEG00081-3,SHP00081,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V001,2025-03-19T16:58:16,2025-03-21T00:56:51,2025-03-19T23:34:16,2025-03-21T07:21:20,16.9,17.9,6.6,6.4,0,None,510.85,43.7,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00082-1,SHP00082,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR006,,2025-07-10T11:00:00,2025-07-10T10:56:29,2025-07-10T21:00:00,2025-07-10T19:16:12,6.5,6.8,10.0,8.3,0,None,584.32,22.54,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00082-2,SHP00082,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Container Sea,CAR006,,2025-07-11T04:13:32,2025-07-11T11:26:14,2025-07-14T11:25:32,2025-07-14T18:36:30,1406.5,1467.5,79.2,79.2,0,None,4170.21,921.62,"LINESTRING (4.4009 51.2639, -0.323 39.461)"
LEG00082-3,SHP00082,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR006,,2025-07-14T15:37:57,2025-07-15T01:35:03,2025-07-15T05:19:57,2025-07-15T17:11:50,322.2,340.8,13.7,15.6,1.9,None,2761.3,1129.6,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00083-1,SHP00083,1,FAC_F005,Tarragona Equipment Vendor,Vendor,Spain,41.1189,1.2445,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,Road,CAR010,V014,2024-03-18T13:00:00,2024-03-18T13:42:12,2024-03-18T19:24:00,2024-03-18T23:53:28,98.9,103.8,6.4,10.2,3.8,None,1787.82,719.16,"LINESTRING (1.2445 41.1189, 2.1686 41.3522)"
LEG00083-2,SHP00083,2,PORT_P002,Port of Barcelona,Port,Spain,41.3522,2.1686,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Sea Breakbulk,CAR010,V014,2024-03-19T06:41:58,2024-03-19T13:54:19,2024-03-21T22:05:58,2024-03-22T09:02:52,1043.9,1044.1,63.4,67.1,3.7,None,9927.84,1827.51,"LINESTRING (2.1686 41.3522, -8.8631 37.9543)"
LEG00083-3,SHP00083,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR010,V014,2024-03-22T09:23:56,2024-03-22T17:06:03,2024-03-22T18:29:56,2024-03-23T04:47:40,0.6,0.6,9.1,11.7,2.6,None,583.0,4.16,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00084-1,SHP00084,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR008,,2024-12-17T11:00:00,2024-12-17T13:21:40,2024-12-17T22:24:00,2024-12-17T22:56:58,298.1,303.1,11.4,9.6,0,None,3669.16,1712.98,"LINESTRING (-2.935 43.263, -0.8891 41.6488)"
LEG00085-1,SHP00085,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR006,,2024-08-08T07:00:00,2024-08-08T08:51:36,2024-08-08T17:30:00,2024-08-09T06:33:16,362.2,363.7,10.5,21.7,11.2,Weather disruption,1764.12,711.76,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00085-2,SHP00085,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Container Sea,CAR006,,2024-08-09T07:52:25,2024-08-09T21:16:26,2024-08-12T00:58:25,2024-08-12T18:04:31,604.3,621.3,65.1,68.8,3.7,None,2076.7,230.38,"LINESTRING (-5.4479 36.1324, -0.323 39.461)"
LEG00085-3,SHP00085,3,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR006,,2024-08-12T09:39:30,2024-08-13T05:20:38,2024-08-12T21:57:30,2024-08-15T01:45:38,300.3,321.4,12.3,44.4,32.1,Road permit delay,1609.19,628.98,"LINESTRING (-0.323 39.461, -0.8891 41.6488)"
LEG00086-1,SHP00086,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR004,V001,2025-04-10T13:00:00,2025-04-10T13:38:49,2025-04-10T16:30:00,2025-04-10T18:43:24,6.2,6.5,3.5,5.1,1.6,None,574.92,15.73,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00086-2,SHP00086,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR004,V001,2025-04-11T08:24:02,2025-04-11T07:23:00,2025-04-13T00:42:02,2025-04-12T22:05:30,84.0,86.7,40.3,38.7,0,None,4253.47,53.0,"LINESTRING (4.4009 51.2639, 4.142 51.947)"
LEG00086-3,SHP00086,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR004,V001,2025-04-13T16:23:56,2025-04-13T01:24:06,2025-04-14T02:11:56,2025-04-13T10:14:41,28.3,29.0,9.8,8.8,0,None,695.78,70.17,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00087-1,SHP00087,1,FAC_F010,Milan Valve Plant,Vendor,Italy,45.4642,9.19,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,Road,CAR010,V004,2024-04-24T14:00:00,2024-04-24T13:07:57,2024-04-24T23:12:00,2024-04-25T01:05:58,136.3,138.0,9.2,12.0,2.8,None,750.14,93.08,"LINESTRING (9.19 45.4642, 8.925 44.41)"
LEG00087-2,SHP00087,2,PORT_P010,Port of Genoa,Port,Italy,44.41,8.925,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,Sea Breakbulk,CAR010,V004,2024-04-25T11:17:23,2024-04-25T18:36:31,2024-04-28T12:17:23,2024-04-28T17:58:14,1011.7,1075.3,73.0,71.4,0,None,4235.42,183.23,"LINESTRING (8.925 44.41, 4.142 51.947)"
LEG00087-3,SHP00087,3,PORT_P006,Port of Rotterdam,Port,Netherlands,51.947,4.142,FAC_F011,Rotterdam Consolidation Hub,Consolidation Hub,Netherlands,51.9244,4.4777,Road,CAR010,V004,2024-04-29T01:54:13,2024-04-29T04:06:23,2024-04-29T09:36:13,2024-04-29T13:25:51,29.1,30.5,7.7,9.3,1.6,None,502.31,20.57,"LINESTRING (4.142 51.947, 4.4777 51.9244)"
LEG00088-1,SHP00088,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,FAC_F001,Zaragoza Distribution Hub,Warehouse,Spain,41.6488,-0.8891,Road,CAR002,,2025-07-11T09:00:00,2025-07-11T10:46:03,2025-07-12T13:36:00,2025-07-12T15:43:51,1390.6,1498.6,28.6,29.0,0.4,None,17008.94,9094.4,"LINESTRING (4.4025 51.2194, -0.8891 41.6488)"
LEG00089-1,SHP00089,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR006,,2024-11-06T15:00:00,2024-11-06T14:03:29,2024-11-07T00:24:00,2024-11-06T23:01:19,104.5,105.0,9.4,9.0,0,None,1458.31,470.42,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00089-2,SHP00089,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Container Sea,CAR006,,2024-11-07T12:48:27,2024-11-07T14:45:53,2024-11-09T19:24:27,2024-11-10T00:00:00,382.3,396.3,54.6,57.2,2.6,None,2850.75,336.41,"LINESTRING (-5.4479 36.1324, -8.8631 37.9543)"
LEG00089-3,SHP00089,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR006,,2024-11-10T08:29:59,2024-11-10T11:29:19,2024-11-10T14:05:59,2024-11-10T16:10:12,0.6,0.6,5.6,4.7,0,None,581.04,2.69,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00090-1,SHP00090,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V014,2024-11-21T10:00:00,2024-11-21T11:01:24,2024-11-21T20:24:00,2024-11-21T22:47:27,110.8,115.3,10.4,11.8,1.4,None,1700.26,438.91,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00090-2,SHP00090,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR010,V014,2024-11-22T09:30:02,2024-11-22T12:26:15,2024-12-01T16:48:02,2024-12-02T22:52:55,5956.7,5959.5,223.3,250.4,27.1,Customs hold,28900.2,5731.13,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00090-3,SHP00090,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR010,V014,2024-12-01T21:58:16,2024-12-03T02:03:16,2024-12-02T01:46:16,2024-12-03T07:06:12,16.5,17.1,3.8,5.0,1.2,None,822.46,65.09,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00091-1,SHP00091,1,FAC_F012,Antwerp EPC Supplier Yard,Vendor,Belgium,51.2194,4.4025,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,Road,CAR005,V009,2024-04-12T12:00:00,2024-04-12T13:18:05,2024-04-12T15:30:00,2024-04-12T18:19:49,6.4,6.5,3.5,5.0,1.5,None,411.62,2.13,"LINESTRING (4.4025 51.2194, 4.4009 51.2639)"
LEG00091-2,SHP00091,2,PORT_P007,Port of Antwerp-Bruges,Port,Belgium,51.2639,4.4009,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,Container Sea,CAR005,V009,2024-04-13T02:07:30,2024-04-13T08:17:25,2024-04-17T06:31:30,2024-04-17T13:50:42,1983.3,2137.1,100.4,101.6,1.2,None,2283.72,132.71,"LINESTRING (4.4009 51.2639, -8.8631 37.9543)"
LEG00091-3,SHP00091,3,PORT_P005,Port of Sines,Port,Portugal,37.9543,-8.8631,FAC_F007,Sines Energy Project Site,Project Site,Portugal,37.956,-8.868,Road,CAR005,V009,2024-04-17T22:16:29,2024-04-18T05:19:54,2024-04-18T02:34:29,2024-04-18T13:37:40,0.6,0.6,4.3,8.3,4.0,None,401.07,0.2,"LINESTRING (-8.8631 37.9543, -8.868 37.956)"
LEG00092-1,SHP00092,1,FAC_F003,Puertollano Module Yard,Module Yard,Spain,38.6871,-4.1121,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR007,V011,2025-12-10T07:00:00,2025-12-10T07:50:39,2025-12-10T18:12:00,2025-12-10T17:17:27,387.9,388.8,11.2,9.4,0,None,1864.05,713.6,"LINESTRING (-4.1121 38.6871, -5.4479 36.1324)"
LEG00092-2,SHP00092,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Sea Breakbulk,CAR007,V011,2025-12-11T07:22:11,2025-12-10T20:28:37,2025-12-14T08:10:11,2025-12-14T01:09:06,1246.2,1251.1,72.8,76.7,3.9,None,5217.86,580.11,"LINESTRING (-5.4479 36.1324, 4.943 43.437)"
LEG00092-3,SHP00092,3,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,FAC_F018,Marseille Wind Substation Site,Project Site,France,43.2965,5.3698,Road,CAR007,V011,2025-12-14T14:54:48,2025-12-14T16:05:43,2025-12-14T20:54:48,2025-12-15T06:34:04,47.8,49.3,6.0,14.5,8.5,Customs hold,613.59,90.49,"LINESTRING (4.943 43.437, 5.3698 43.2965)"
LEG00093-1,SHP00093,1,FAC_F014,Cadiz Module Yard,Module Yard,Spain,36.5271,-6.2886,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,Road,CAR010,V004,2025-11-26T09:00:00,2025-11-26T10:40:52,2025-11-26T15:00:00,2025-11-27T08:01:36,100.2,102.9,6.0,21.3,15.3,Road permit delay,1549.67,514.68,"LINESTRING (-6.2886 36.5271, -5.4479 36.1324)"
LEG00093-2,SHP00093,2,PORT_P003,Port of Algeciras,Port,Spain,36.1324,-5.4479,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR010,V004,2025-11-27T00:41:54,2025-11-27T12:01:19,2025-12-07T18:17:54,2025-12-08T06:11:34,5885.6,5970.2,257.6,258.2,0.6,None,29973.57,7543.94,"LINESTRING (-5.4479 36.1324, 50.184 26.498)"
LEG00093-3,SHP00093,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR010,V004,2025-12-08T08:25:10,2025-12-08T19:14:22,2025-12-08T14:19:10,2025-12-09T00:05:45,14.9,15.3,5.9,4.9,0,None,720.77,76.53,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00094-1,SHP00094,1,FAC_F009,Lyon Fabrication Partner,Vendor,France,45.764,4.8357,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,Road,CAR007,V005,2025-07-21T09:00:00,2025-07-21T11:50:25,2025-07-21T20:00:00,2025-07-21T21:12:10,337.0,360.3,11.0,9.4,0,None,1712.6,648.29,"LINESTRING (4.8357 45.764, 4.943 43.437)"
LEG00094-2,SHP00094,2,PORT_P009,Port of Marseille-Fos,Port,France,43.437,4.943,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,Sea Breakbulk,CAR007,V005,2025-07-22T06:51:26,2025-07-22T08:27:52,2025-07-27T16:51:26,2025-07-28T13:38:07,2808.0,2824.8,130.0,149.2,19.2,Customs hold,7543.67,1284.04,"LINESTRING (4.943 43.437, 29.9187 31.2001)"
LEG00094-3,SHP00094,3,PORT_P016,Port of Alexandria,Port,Egypt,31.2001,29.9187,FAC_F016,Alexandria Water Project Site,Project Site,Egypt,31.2001,29.9187,Road,CAR007,V005,2025-07-28T01:19:37,2025-07-28T20:50:01,2025-07-28T06:43:37,2025-07-29T05:26:17,0.0,0.0,5.4,8.6,3.2,None,432.0,0.0,"LINESTRING (29.9187 31.2001, 29.9187 31.2001)"
LEG00095-1,SHP00095,1,FAC_F004,Bilbao Steel Fabricator,Vendor,Spain,43.263,-2.935,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,Road,CAR004,V001,2024-10-07T12:00:00,2024-10-07T12:42:34,2024-10-07T18:18:00,2024-10-07T22:10:21,16.7,17.0,6.3,9.5,3.2,None,794.39,49.24,"LINESTRING (-2.935 43.263, -3.0443 43.3476)"
LEG00095-2,SHP00095,2,PORT_P004,Port of Bilbao,Port,Spain,43.3476,-3.0443,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,Sea Breakbulk,CAR004,V001,2024-10-08T09:22:16,2024-10-08T04:04:39,2024-10-18T17:46:16,2024-10-18T14:58:59,5363.7,5555.8,248.4,250.9,2.5,None,23030.79,4065.51,"LINESTRING (-3.0443 43.3476, 50.184 26.498)"
LEG00095-3,SHP00095,3,PORT_P018,Port of Dammam,Port,Saudi Arabia,26.498,50.184,FAC_F017,Dammam Gas Project Site,Project Site,Saudi Arabia,26.4207,50.0888,Road,CAR004,V001,2024-10-19T00:19:12,2024-10-19T00:51:30,2024-10-19T05:55:12,2024-10-19T09:01:46,15.4,16.5,5.6,8.2,2.6,None,790.72,47.79,"LINESTRING (50.184 26.498, 50.0888 26.4207)"
LEG00096-1,SHP00096,1,FAC_F013,Valencia Export Depot,Warehouse,Spain,39.4699,-0.3763,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,Road,CAR003,V010,2025-06-12T07:00:00,2025-06-12T08:42:46,2025-06-12T14:18:00,2025-06-12T18:02:28,5.3,5.4,7.3,9.3,2.0,None,694.94,6.09,"LINESTRING (-0.3763 39.4699, -0.323 39.461)"
LEG00096-2,SHP00096,2,PORT_P001,Port of Valencia,Port,Spain,39.461,-0.323,PORT_P012,Port of Casablanca,Port,Morocco,33.605,-7.611,RoRo,CAR003,V010,2025-06-13T04:00:08,2025-06-12T22:38:07,2025-06-15T00:30:08,2025-06-14T17:36:44,1021.4,1025.3,44.5,43.0,0,None,3523.19,365.42,"LINESTRING (-0.323 39.461, -7.611 33.605)"
